#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,flight_id,status
,6867,6867,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T19:46:20Z,43,baggage,operation_data,IB6668,on-time
,6868,6868,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T00:25:20Z,34,catering,operation_data,IB6668,on-time
,6869,6869,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T22:12:20Z,19,boarding,operation_data,IB6668,on-time
,6870,6870,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T12:03:20Z,5,disembark,operation_data,IB4254,on-time
,6871,6871,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T03:59:20Z,42,cleaning,operation_data,IB4254,on-time
,6872,6872,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T23:19:20Z,25,fueling,operation_data,IB4254,on-time
,6873,6873,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T02:37:20Z,9,baggage,operation_data,IB4254,on-time
,6874,6874,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T17:39:20Z,37,catering,operation_data,IB4254,on-time
,6875,6875,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T21:06:20Z,6,boarding,operation_data,IB4254,on-time
,6876,6876,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T10:37:20Z,35,disembark,operation_data,IB4819,on-time
,6877,6877,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T08:12:20Z,8,cleaning,operation_data,IB4819,on-time
,6878,6878,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T15:00:20Z,48,fueling,operation_data,IB4819,on-time
,6879,6879,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T15:01:20Z,25,baggage,operation_data,IB4819,on-time
,6880,6880,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T13:08:20Z,39,catering,operation_data,IB4819,on-time
,6881,6881,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T19:35:20Z,8,boarding,operation_data,IB4819,on-time
,6882,6882,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T01:04:20Z,11,disembark,operation_data,IB7373,on-time
,6883,6883,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T02:52:20Z,36,cleaning,operation_data,IB7373,on-time
,6884,6884,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T00:35:20Z,25,fueling,operation_data,IB7373,delayed
,6885,6885,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T13:25:20Z,34,baggage,operation_data,IB7373,on-time
,6886,6886,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T15:54:20Z,39,catering,operation_data,IB7373,on-time
,6887,6887,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T12:58:20Z,47,boarding,operation_data,IB7373,on-time
,6888,6888,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T08:45:20Z,12,disembark,operation_data,IB8391,on-time
,6889,6889,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T01:55:20Z,16,cleaning,operation_data,IB8391,delayed
,6890,6890,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T07:07:20Z,46,fueling,operation_data,IB8391,delayed
,6891,6891,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T17:01:20Z,5,baggage,operation_data,IB8391,delayed
,6892,6892,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T16:04:20Z,16,catering,operation_data,IB8391,on-time
,6893,6893,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T22:53:20Z,6,boarding,operation_data,IB8391,on-time
,6894,6894,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T05:37:20Z,32,disembark,operation_data,IB1930,on-time
,6895,6895,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T14:10:20Z,5,cleaning,operation_data,IB1930,on-time
,6896,6896,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T03:59:20Z,43,fueling,operation_data,IB1930,on-time
,6897,6897,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-03T04:29:20Z,15,baggage,operation_data,IB1930,on-time
,6898,6898,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T16:54:20Z,38,catering,operation_data,IB1930,on-time
,6899,6899,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T19:38:20Z,10,boarding,operation_data,IB1930,on-time
,6900,6900,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:24:20Z,21,disembark,operation_data,IB4566,on-time
,6901,6901,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:36:20Z,13,cleaning,operation_data,IB4566,on-time
,6902,6902,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:37:20Z,36,fueling,operation_data,IB4566,on-time
,6903,6903,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:55:20Z,33,baggage,operation_data,IB4566,on-time
,6904,6904,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:09:20Z,10,catering,operation_data,IB4566,on-time
,6905,6905,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:58:20Z,44,boarding,operation_data,IB4566,on-time
,6906,6906,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:01:20Z,28,disembark,operation_data,IB8808,on-time
,6907,6907,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T05:36:20Z,10,cleaning,operation_data,IB8808,delayed
,6908,6908,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:37:20Z,43,fueling,operation_data,IB8808,delayed
,6909,6909,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:35:20Z,6,baggage,operation_data,IB8808,on-time
,6910,6910,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:16:20Z,40,catering,operation_data,IB8808,delayed
,6911,6911,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T18:33:20Z,8,boarding,operation_data,IB8808,delayed
,6912,6912,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T05:08:20Z,11,disembark,operation_data,IB6252,on-time
,6913,6913,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:48:20Z,41,cleaning,operation_data,IB6252,on-time
,6914,6914,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:42:20Z,21,fueling,operation_data,IB6252,on-time
,6915,6915,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T17:36:20Z,47,baggage,operation_data,IB6252,on-time
,6916,6916,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:36:20Z,20,catering,operation_data,IB6252,on-time
,6917,6917,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:31:20Z,7,boarding,operation_data,IB6252,delayed
,6918,6918,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T05:43:20Z,28,disembark,operation_data,IB5032,on-time
,6919,6919,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:26:20Z,38,cleaning,operation_data,IB5032,on-time
,6920,6920,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T22:24:20Z,10,fueling,operation_data,IB5032,on-time
,6921,6921,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:52:20Z,40,baggage,operation_data,IB5032,on-time
,6922,6922,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:32:20Z,12,catering,operation_data,IB5032,on-time
,6923,6923,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:37:20Z,29,boarding,operation_data,IB5032,on-time
,6924,6924,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:07:20Z,21,disembark,operation_data,IB4810,on-time
,6925,6925,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:26:20Z,34,cleaning,operation_data,IB4810,delayed
,6926,6926,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T17:06:20Z,19,fueling,operation_data,IB4810,on-time
,6927,6927,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:34:20Z,45,baggage,operation_data,IB4810,on-time
,6928,6928,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:21:20Z,25,catering,operation_data,IB4810,on-time
,6929,6929,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:44:20Z,9,boarding,operation_data,IB4810,on-time
,6930,6930,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:07:20Z,26,disembark,operation_data,IB1895,on-time
,6931,6931,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:06:20Z,38,cleaning,operation_data,IB1895,delayed
,6932,6932,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T19:03:20Z,16,fueling,operation_data,IB1895,on-time
,6933,6933,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:52:20Z,50,baggage,operation_data,IB1895,on-time
,6934,6934,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:11:20Z,43,catering,operation_data,IB1895,delayed
,6935,6935,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:27:20Z,10,boarding,operation_data,IB1895,on-time
,6936,6936,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T06:59:20Z,32,disembark,operation_data,IB9762,on-time
,6937,6937,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:28:20Z,49,cleaning,operation_data,IB9762,on-time
,6938,6938,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T17:42:20Z,19,fueling,operation_data,IB9762,delayed
,6939,6939,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:13:20Z,31,baggage,operation_data,IB9762,delayed
,6940,6940,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:14:20Z,46,catering,operation_data,IB9762,on-time
,6941,6941,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:03:20Z,23,boarding,operation_data,IB9762,on-time
,6942,6942,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:47:20Z,17,disembark,operation_data,IB6179,on-time
,6943,6943,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:04:20Z,14,cleaning,operation_data,IB6179,delayed
,6944,6944,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:49:20Z,8,fueling,operation_data,IB6179,on-time
,6945,6945,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T06:01:20Z,20,baggage,operation_data,IB6179,on-time
,6946,6946,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T19:44:20Z,47,catering,operation_data,IB6179,on-time
,6947,6947,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:08:20Z,43,boarding,operation_data,IB6179,delayed
,6948,6948,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:08:20Z,28,disembark,operation_data,IB8959,on-time
,6949,6949,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:44:20Z,42,cleaning,operation_data,IB8959,on-time
,6950,6950,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:23:20Z,46,fueling,operation_data,IB8959,on-time
,6951,6951,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:54:20Z,16,baggage,operation_data,IB8959,on-time
,6952,6952,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:51:20Z,17,catering,operation_data,IB8959,on-time
,6953,6953,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:05:20Z,46,boarding,operation_data,IB8959,on-time
,6954,6954,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:09:20Z,8,disembark,operation_data,IB9352,on-time
,6955,6955,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:55:20Z,7,cleaning,operation_data,IB9352,on-time
,6956,6956,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:27:20Z,36,fueling,operation_data,IB9352,on-time
,6957,6957,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:28:20Z,15,baggage,operation_data,IB9352,on-time
,6958,6958,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T19:34:20Z,7,catering,operation_data,IB9352,on-time
,6959,6959,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:09:20Z,38,boarding,operation_data,IB9352,on-time
,6960,6960,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:16:20Z,31,disembark,operation_data,IB9423,on-time
,6961,6961,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:58:20Z,23,cleaning,operation_data,IB9423,on-time
,6962,6962,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:48:20Z,36,fueling,operation_data,IB9423,on-time
,6963,6963,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T10:46:20Z,37,baggage,operation_data,IB9423,on-time
,6964,6964,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T13:50:20Z,24,catering,operation_data,IB9423,on-time
,6965,6965,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:58:20Z,39,boarding,operation_data,IB9423,on-time
,6966,6966,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T22:45:20Z,30,disembark,operation_data,IB7782,on-time
,6967,6967,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:58:20Z,37,cleaning,operation_data,IB7782,on-time
,6968,6968,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:49:20Z,11,fueling,operation_data,IB7782,on-time
,6969,6969,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T09:10:20Z,39,baggage,operation_data,IB7782,on-time
,6970,6970,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:26:20Z,33,catering,operation_data,IB7782,on-time
,6971,6971,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:40:20Z,8,boarding,operation_data,IB7782,on-time
,6972,6972,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T10:46:20Z,46,disembark,operation_data,IB1371,on-time
,6973,6973,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:26:20Z,20,cleaning,operation_data,IB1371,on-time
,6974,6974,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T06:36:20Z,23,fueling,operation_data,IB1371,on-time
,6975,6975,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T13:56:20Z,42,baggage,operation_data,IB1371,on-time
,6976,6976,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T17:36:20Z,44,catering,operation_data,IB1371,on-time
,6977,6977,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:50:20Z,8,boarding,operation_data,IB1371,on-time
,6978,6978,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:33:20Z,42,disembark,operation_data,IB3484,on-time
,6979,6979,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:17:20Z,18,cleaning,operation_data,IB3484,on-time
,6980,6980,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:59:20Z,26,fueling,operation_data,IB3484,on-time
,6981,6981,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:05:20Z,10,baggage,operation_data,IB3484,on-time
,6982,6982,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T18:25:20Z,11,catering,operation_data,IB3484,on-time
,6983,6983,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:44:20Z,32,boarding,operation_data,IB3484,delayed
,6984,6984,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:24:20Z,13,disembark,operation_data,IB9750,on-time
,6985,6985,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:58:20Z,26,cleaning,operation_data,IB9750,on-time
,6986,6986,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:55:20Z,41,fueling,operation_data,IB9750,delayed
,6987,6987,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T22:31:20Z,45,baggage,operation_data,IB9750,on-time
,6988,6988,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:34:20Z,36,catering,operation_data,IB9750,delayed
,6989,6989,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T10:51:20Z,28,boarding,operation_data,IB9750,on-time
,6990,6990,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:45:20Z,5,disembark,operation_data,IB6541,delayed
,6991,6991,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T05:15:20Z,12,cleaning,operation_data,IB6541,on-time
,6992,6992,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T05:52:20Z,26,fueling,operation_data,IB6541,on-time
,6993,6993,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:56:20Z,13,baggage,operation_data,IB6541,on-time
,6994,6994,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:54:20Z,34,catering,operation_data,IB6541,on-time
,6995,6995,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:17:20Z,14,boarding,operation_data,IB6541,on-time
,6996,6996,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:55:20Z,18,disembark,operation_data,IB2689,delayed
,6997,6997,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:09:20Z,25,cleaning,operation_data,IB2689,on-time
,6998,6998,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:41:20Z,32,fueling,operation_data,IB2689,on-time
,6999,6999,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T00:52:20Z,30,baggage,operation_data,IB2689,on-time
,7000,7000,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:39:20Z,12,catering,operation_data,IB2689,on-time
,7001,7001,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:32:20Z,23,boarding,operation_data,IB2689,on-time
,7002,7002,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:53:20Z,16,disembark,operation_data,IB8052,on-time
,7003,7003,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:56:20Z,5,cleaning,operation_data,IB8052,on-time
,7004,7004,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:05:20Z,19,fueling,operation_data,IB8052,on-time
,7005,7005,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:36:20Z,17,baggage,operation_data,IB8052,on-time
,7006,7006,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:36:20Z,43,catering,operation_data,IB8052,on-time
,7007,7007,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T22:07:20Z,41,boarding,operation_data,IB8052,on-time
,7008,7008,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:24:20Z,16,disembark,operation_data,IB8075,on-time
,7009,7009,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:15:20Z,37,cleaning,operation_data,IB8075,on-time
,7010,7010,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T22:31:20Z,25,fueling,operation_data,IB8075,on-time
,7011,7011,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:50:20Z,47,baggage,operation_data,IB8075,delayed
,7012,7012,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:02:20Z,38,catering,operation_data,IB8075,on-time
,7013,7013,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T18:08:20Z,17,boarding,operation_data,IB8075,on-time
,7014,7014,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T12:15:20Z,34,disembark,operation_data,IB6284,on-time
,7015,7015,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:33:20Z,27,cleaning,operation_data,IB6284,on-time
,7016,7016,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T17:17:20Z,28,fueling,operation_data,IB6284,on-time
,7017,7017,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T15:58:20Z,13,baggage,operation_data,IB6284,delayed
,7018,7018,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:19:20Z,12,catering,operation_data,IB6284,on-time
,7019,7019,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T10:58:20Z,36,boarding,operation_data,IB6284,delayed
,7020,7020,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T21:20:20Z,18,disembark,operation_data,IB6737,delayed
,7021,7021,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:23:20Z,10,cleaning,operation_data,IB6737,on-time
,7022,7022,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:50:20Z,44,fueling,operation_data,IB6737,delayed
,7023,7023,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:59:20Z,30,baggage,operation_data,IB6737,on-time
,7024,7024,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:55:20Z,33,catering,operation_data,IB6737,on-time
,7025,7025,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:46:20Z,13,boarding,operation_data,IB6737,on-time
,7026,7026,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:13:20Z,48,disembark,operation_data,IB3205,on-time
,7027,7027,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:37:20Z,11,cleaning,operation_data,IB3205,on-time
,7028,7028,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T02:45:20Z,12,fueling,operation_data,IB3205,on-time
,7029,7029,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T23:58:20Z,33,baggage,operation_data,IB3205,on-time
,7030,7030,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T06:46:20Z,48,catering,operation_data,IB3205,delayed
,7031,7031,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:56:20Z,49,boarding,operation_data,IB3205,delayed
,7032,7032,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:14:20Z,46,disembark,operation_data,IB6318,on-time
,7033,7033,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:14:20Z,6,cleaning,operation_data,IB6318,delayed
,7034,7034,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T11:47:20Z,29,fueling,operation_data,IB6318,on-time
,7035,7035,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:13:20Z,44,baggage,operation_data,IB6318,on-time
,7036,7036,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:06:20Z,43,catering,operation_data,IB6318,on-time
,7037,7037,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:15:20Z,29,boarding,operation_data,IB6318,on-time
,7038,7038,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:57:20Z,13,disembark,operation_data,IB1770,on-time
,7039,7039,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:32:20Z,47,cleaning,operation_data,IB1770,on-time
,7040,7040,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T04:26:20Z,22,fueling,operation_data,IB1770,delayed
,7041,7041,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:51:20Z,29,baggage,operation_data,IB1770,on-time
,7042,7042,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T13:42:20Z,44,catering,operation_data,IB1770,on-time
,7043,7043,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:39:20Z,9,boarding,operation_data,IB1770,on-time
,7044,7044,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T13:43:20Z,35,disembark,operation_data,IB7214,delayed
,7045,7045,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T01:50:20Z,28,cleaning,operation_data,IB7214,on-time
,7046,7046,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:52:20Z,34,fueling,operation_data,IB7214,on-time
,7047,7047,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T19:05:20Z,28,baggage,operation_data,IB7214,on-time
,7048,7048,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T03:33:20Z,33,catering,operation_data,IB7214,on-time
,7049,7049,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T07:07:20Z,47,boarding,operation_data,IB7214,on-time
,7050,7050,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T20:11:20Z,47,disembark,operation_data,IB7707,on-time
,7051,7051,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T16:19:20Z,7,cleaning,operation_data,IB7707,on-time
,7052,7052,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-01T14:57:20Z,30,fueling,operation_data,IB7707,delayed
,7053,7053,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-02T08:40:20Z,15,baggage,operation_data,IB7707,on-time
