#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,5720,5720,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T17:48:35Z,40,cleaning,maintenance_data,AT247,completed
,5721,5721,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T11:04:35Z,33,safety_check,maintenance_data,AT247,completed
,5722,5722,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T13:42:35Z,60,software_update,maintenance_data,AT247,pending
,5723,5723,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T04:50:35Z,40,lubrication,maintenance_data,AT247,completed
,5724,5724,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T11:01:35Z,61,inspection,maintenance_data,AT872,completed
,5725,5725,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T06:30:35Z,26,repair,maintenance_data,AT872,completed
,5726,5726,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:46:35Z,75,cleaning,maintenance_data,AT872,completed
,5727,5727,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T03:45:35Z,22,safety_check,maintenance_data,AT872,pending
,5728,5728,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T04:12:35Z,90,software_update,maintenance_data,AT872,completed
,5729,5729,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T17:06:35Z,50,lubrication,maintenance_data,AT872,pending
,5730,5730,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T07:12:35Z,69,inspection,maintenance_data,AT882,pending
,5731,5731,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T19:52:35Z,82,repair,maintenance_data,AT882,completed
,5732,5732,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T11:01:35Z,84,cleaning,maintenance_data,AT882,pending
,5733,5733,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T23:55:35Z,26,safety_check,maintenance_data,AT882,completed
,5734,5734,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T04:15:35Z,46,software_update,maintenance_data,AT882,pending
,5735,5735,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T15:57:35Z,23,lubrication,maintenance_data,AT882,completed
,5736,5736,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T23:00:35Z,13,inspection,maintenance_data,AT840,completed
,5737,5737,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T01:45:35Z,11,repair,maintenance_data,AT840,pending
,5738,5738,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T01:23:35Z,38,cleaning,maintenance_data,AT840,completed
,5739,5739,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T14:22:35Z,89,safety_check,maintenance_data,AT840,pending
,5740,5740,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T03:35:35Z,75,software_update,maintenance_data,AT840,completed
,5741,5741,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T01:12:35Z,79,lubrication,maintenance_data,AT840,completed
,5742,5742,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T17:45:35Z,55,inspection,maintenance_data,AT830,pending
,5743,5743,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T02:14:35Z,51,repair,maintenance_data,AT830,completed
,5744,5744,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T15:52:35Z,50,cleaning,maintenance_data,AT830,completed
,5745,5745,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T04:55:35Z,67,safety_check,maintenance_data,AT830,completed
,5746,5746,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T09:44:35Z,13,software_update,maintenance_data,AT830,pending
,5747,5747,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T16:22:35Z,11,lubrication,maintenance_data,AT830,completed
,5748,5748,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T07:14:35Z,49,inspection,maintenance_data,AT357,completed
,5749,5749,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T20:31:35Z,72,repair,maintenance_data,AT357,completed
,5750,5750,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T02:00:35Z,16,cleaning,maintenance_data,AT357,completed
,5751,5751,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T12:26:35Z,52,safety_check,maintenance_data,AT357,completed
,5752,5752,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T04:07:35Z,64,software_update,maintenance_data,AT357,completed
,5753,5753,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T21:47:35Z,43,lubrication,maintenance_data,AT357,completed
,5754,5754,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T18:03:35Z,34,inspection,maintenance_data,AT491,pending
,5755,5755,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T03:38:35Z,16,repair,maintenance_data,AT491,completed
,5756,5756,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T10:54:35Z,75,cleaning,maintenance_data,AT491,pending
,5757,5757,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T15:31:35Z,83,safety_check,maintenance_data,AT491,completed
,5758,5758,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T14:01:35Z,59,software_update,maintenance_data,AT491,completed
,5759,5759,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T09:27:35Z,54,lubrication,maintenance_data,AT491,completed
,5760,5760,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:19:35Z,48,inspection,maintenance_data,AT637,completed
,5761,5761,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:26:35Z,18,repair,maintenance_data,AT637,completed
,5762,5762,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:09:35Z,81,cleaning,maintenance_data,AT637,pending
,5763,5763,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:33:35Z,61,safety_check,maintenance_data,AT637,pending
,5764,5764,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:49:35Z,47,software_update,maintenance_data,AT637,completed
,5765,5765,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:20:35Z,63,lubrication,maintenance_data,AT637,completed
,5766,5766,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:54:35Z,46,inspection,maintenance_data,AT461,completed
,5767,5767,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:21:35Z,83,repair,maintenance_data,AT461,completed
,5768,5768,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:27:35Z,28,cleaning,maintenance_data,AT461,completed
,5769,5769,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:29:35Z,29,safety_check,maintenance_data,AT461,pending
,5770,5770,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:38:35Z,37,software_update,maintenance_data,AT461,completed
,5771,5771,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:30:35Z,64,lubrication,maintenance_data,AT461,completed
,5772,5772,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:19:35Z,22,inspection,maintenance_data,AT897,completed
,5773,5773,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:01:35Z,69,repair,maintenance_data,AT897,pending
,5774,5774,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:55:35Z,69,cleaning,maintenance_data,AT897,completed
,5775,5775,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:25:35Z,48,safety_check,maintenance_data,AT897,completed
,5776,5776,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:15:35Z,30,software_update,maintenance_data,AT897,completed
,5777,5777,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:00:35Z,45,lubrication,maintenance_data,AT897,pending
,5778,5778,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:13:35Z,10,inspection,maintenance_data,AT730,pending
,5779,5779,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:49:35Z,59,repair,maintenance_data,AT730,pending
,5780,5780,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:17:35Z,63,cleaning,maintenance_data,AT730,pending
,5781,5781,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:54:35Z,65,safety_check,maintenance_data,AT730,completed
,5782,5782,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:24:35Z,71,software_update,maintenance_data,AT730,completed
,5783,5783,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:30:35Z,43,lubrication,maintenance_data,AT730,completed
,5784,5784,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:50:35Z,40,inspection,maintenance_data,AT634,completed
,5785,5785,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:16:35Z,26,repair,maintenance_data,AT634,completed
,5786,5786,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:28:35Z,89,cleaning,maintenance_data,AT634,completed
,5787,5787,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:45:35Z,14,safety_check,maintenance_data,AT634,pending
,5788,5788,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:55:35Z,72,software_update,maintenance_data,AT634,completed
,5789,5789,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:11:35Z,84,lubrication,maintenance_data,AT634,completed
,5790,5790,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:20:35Z,10,inspection,maintenance_data,AT872,completed
,5791,5791,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:42:35Z,49,repair,maintenance_data,AT872,pending
,5792,5792,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:04:35Z,69,cleaning,maintenance_data,AT872,completed
,5793,5793,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:43:35Z,76,safety_check,maintenance_data,AT872,pending
,5794,5794,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:41:35Z,85,software_update,maintenance_data,AT872,pending
,5795,5795,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:37:35Z,34,lubrication,maintenance_data,AT872,completed
,5796,5796,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:16:35Z,60,inspection,maintenance_data,AT559,pending
,5797,5797,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:56:35Z,69,repair,maintenance_data,AT559,pending
,5798,5798,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:39:35Z,80,cleaning,maintenance_data,AT559,pending
,5799,5799,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:50:35Z,71,safety_check,maintenance_data,AT559,completed
,5800,5800,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T00:58:35Z,47,software_update,maintenance_data,AT559,completed
,5801,5801,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:17:35Z,71,lubrication,maintenance_data,AT559,completed
,5802,5802,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:20:35Z,34,inspection,maintenance_data,AT945,completed
,5803,5803,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:57:35Z,40,repair,maintenance_data,AT945,completed
,5804,5804,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:35:35Z,13,cleaning,maintenance_data,AT945,completed
,5805,5805,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:00:35Z,88,safety_check,maintenance_data,AT945,completed
,5806,5806,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:28:35Z,77,software_update,maintenance_data,AT945,pending
,5807,5807,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:24:35Z,57,lubrication,maintenance_data,AT945,completed
,5808,5808,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:08:35Z,85,inspection,maintenance_data,AT875,pending
,5809,5809,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:47:35Z,66,repair,maintenance_data,AT875,completed
,5810,5810,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-02T00:38:35Z,55,cleaning,maintenance_data,AT875,completed
,5811,5811,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:54:35Z,69,safety_check,maintenance_data,AT875,completed
,5812,5812,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:22:35Z,86,software_update,maintenance_data,AT875,completed
,5813,5813,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:41:35Z,34,lubrication,maintenance_data,AT875,completed
,5814,5814,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:41:35Z,41,inspection,maintenance_data,AT436,completed
,5815,5815,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:15:35Z,35,repair,maintenance_data,AT436,completed
,5816,5816,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:35:35Z,74,cleaning,maintenance_data,AT436,pending
,5817,5817,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:55:35Z,81,safety_check,maintenance_data,AT436,completed
,5818,5818,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:05:35Z,41,software_update,maintenance_data,AT436,completed
,5819,5819,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:32:35Z,87,lubrication,maintenance_data,AT436,completed
,5820,5820,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T00:45:35Z,37,inspection,maintenance_data,AT250,pending
,5821,5821,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:49:35Z,42,repair,maintenance_data,AT250,completed
,5822,5822,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:21:35Z,86,cleaning,maintenance_data,AT250,completed
,5823,5823,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T12:56:35Z,17,safety_check,maintenance_data,AT250,completed
,5824,5824,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:56:35Z,81,software_update,maintenance_data,AT250,completed
,5825,5825,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T22:52:35Z,15,lubrication,maintenance_data,AT250,pending
,5826,5826,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:59:35Z,87,inspection,maintenance_data,AT916,pending
,5827,5827,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:05:35Z,22,repair,maintenance_data,AT916,completed
,5828,5828,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:40:35Z,43,cleaning,maintenance_data,AT916,completed
,5829,5829,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:51:35Z,42,safety_check,maintenance_data,AT916,pending
,5830,5830,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:46:35Z,61,software_update,maintenance_data,AT916,pending
,5831,5831,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:55:35Z,32,lubrication,maintenance_data,AT916,pending
,5832,5832,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:21:35Z,43,inspection,maintenance_data,AT979,pending
,5833,5833,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:11:35Z,35,repair,maintenance_data,AT979,completed
,5834,5834,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:51:35Z,28,cleaning,maintenance_data,AT979,completed
,5835,5835,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:11:35Z,75,safety_check,maintenance_data,AT979,completed
,5836,5836,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:39:35Z,43,software_update,maintenance_data,AT979,completed
,5837,5837,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:48:35Z,13,lubrication,maintenance_data,AT979,completed
,5838,5838,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:51:35Z,66,inspection,maintenance_data,AT850,completed
,5839,5839,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:45:35Z,51,repair,maintenance_data,AT850,completed
,5840,5840,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:23:35Z,54,cleaning,maintenance_data,AT850,pending
,5841,5841,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:55:35Z,83,safety_check,maintenance_data,AT850,completed
,5842,5842,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:44:35Z,74,software_update,maintenance_data,AT850,completed
,5843,5843,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:34:35Z,87,lubrication,maintenance_data,AT850,completed
,5844,5844,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:45:35Z,48,inspection,maintenance_data,AT943,completed
,5845,5845,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:01:35Z,84,repair,maintenance_data,AT943,completed
,5846,5846,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:32:35Z,80,cleaning,maintenance_data,AT943,completed
,5847,5847,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:25:35Z,24,safety_check,maintenance_data,AT943,pending
,5848,5848,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:43:35Z,36,software_update,maintenance_data,AT943,completed
,5849,5849,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:12:35Z,15,lubrication,maintenance_data,AT943,completed
,5850,5850,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:50:35Z,55,inspection,maintenance_data,AT783,completed
,5851,5851,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T22:00:35Z,52,repair,maintenance_data,AT783,completed
,5852,5852,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:36:35Z,45,cleaning,maintenance_data,AT783,completed
,5853,5853,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:14:35Z,39,safety_check,maintenance_data,AT783,completed
,5854,5854,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:25:35Z,47,software_update,maintenance_data,AT783,pending
,5855,5855,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:47:35Z,28,lubrication,maintenance_data,AT783,completed
,5856,5856,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T14:02:35Z,12,inspection,maintenance_data,AT578,pending
,5857,5857,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:11:35Z,25,repair,maintenance_data,AT578,pending
,5858,5858,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:48:35Z,89,cleaning,maintenance_data,AT578,pending
,5859,5859,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T17:51:35Z,31,safety_check,maintenance_data,AT578,completed
,5860,5860,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:58:35Z,47,software_update,maintenance_data,AT578,completed
,5861,5861,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T06:16:35Z,74,lubrication,maintenance_data,AT578,completed
,5862,5862,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T00:49:35Z,42,inspection,maintenance_data,AT307,completed
,5863,5863,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:41:35Z,84,repair,maintenance_data,AT307,pending
,5864,5864,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:57:35Z,77,cleaning,maintenance_data,AT307,completed
,5865,5865,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:43:35Z,72,safety_check,maintenance_data,AT307,pending
,5866,5866,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:17:35Z,54,software_update,maintenance_data,AT307,completed
,5867,5867,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:43:35Z,83,lubrication,maintenance_data,AT307,completed
,5868,5868,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:41:35Z,42,inspection,maintenance_data,AT357,pending
,5869,5869,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:41:35Z,69,repair,maintenance_data,AT357,pending
,5870,5870,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T19:41:35Z,23,cleaning,maintenance_data,AT357,completed
,5871,5871,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T20:22:35Z,47,safety_check,maintenance_data,AT357,completed
,5872,5872,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:03:35Z,52,software_update,maintenance_data,AT357,completed
,5873,5873,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T07:29:35Z,19,lubrication,maintenance_data,AT357,completed
,5874,5874,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:05:35Z,29,inspection,maintenance_data,AT919,pending
,5875,5875,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:51:35Z,32,repair,maintenance_data,AT919,pending
,5876,5876,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:52:35Z,79,cleaning,maintenance_data,AT919,completed
,5877,5877,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:39:35Z,66,safety_check,maintenance_data,AT919,pending
,5878,5878,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:36:35Z,60,software_update,maintenance_data,AT919,completed
,5879,5879,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:08:35Z,61,lubrication,maintenance_data,AT919,completed
,5880,5880,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T01:29:35Z,68,inspection,maintenance_data,AT468,completed
,5881,5881,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:45:35Z,23,repair,maintenance_data,AT468,completed
,5882,5882,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:30:35Z,60,cleaning,maintenance_data,AT468,completed
,5883,5883,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:25:35Z,59,safety_check,maintenance_data,AT468,pending
,5884,5884,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:53:35Z,41,software_update,maintenance_data,AT468,completed
,5885,5885,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T04:33:35Z,49,lubrication,maintenance_data,AT468,pending
,5886,5886,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T02:18:35Z,19,inspection,maintenance_data,AT641,completed
,5887,5887,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:23:35Z,36,repair,maintenance_data,AT641,completed
,5888,5888,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:53:35Z,36,cleaning,maintenance_data,AT641,pending
,5889,5889,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T03:38:35Z,10,safety_check,maintenance_data,AT641,completed
,5890,5890,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:17:35Z,26,software_update,maintenance_data,AT641,completed
,5891,5891,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:47:35Z,65,lubrication,maintenance_data,AT641,completed
,5892,5892,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T11:47:35Z,19,inspection,maintenance_data,AT979,completed
,5893,5893,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T18:46:35Z,59,repair,maintenance_data,AT979,completed
,5894,5894,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:54:35Z,24,cleaning,maintenance_data,AT979,completed
,5895,5895,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T09:06:35Z,61,safety_check,maintenance_data,AT979,completed
,5896,5896,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T21:39:35Z,51,software_update,maintenance_data,AT979,completed
,5897,5897,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:04:35Z,89,lubrication,maintenance_data,AT979,completed
,5898,5898,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T16:46:35Z,77,inspection,maintenance_data,AT680,completed
,5899,5899,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T08:57:35Z,34,repair,maintenance_data,AT680,completed
,5900,5900,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T05:33:35Z,82,cleaning,maintenance_data,AT680,pending
,5901,5901,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T15:00:35Z,60,safety_check,maintenance_data,AT680,pending
,5902,5902,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T23:05:35Z,23,software_update,maintenance_data,AT680,completed
,5903,5903,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:23:35Z,10,lubrication,maintenance_data,AT680,completed
,5904,5904,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T10:54:35Z,67,inspection,maintenance_data,AT487,completed
,5905,5905,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-01T13:21:35Z,54,repair,maintenance_data,AT487,completed
